iter	MultiClass
228	1.300629565
229	1.299575732
230	1.298875241
231	1.297655958
232	1.296684999
233	1.295320441
234	1.294207746
235	1.293347685
236	1.292288736
237	1.29097815
238	1.290314208
239	1.289175946
240	1.288025393
241	1.286546417
242	1.285978081
243	1.284966148
244	1.283731024
245	1.282761488
246	1.281577457
247	1.280786555
248	1.279834305
249	1.27857618
250	1.277603282
251	1.276586133
252	1.275634553
253	1.274887382
254	1.273863171
255	1.272802854
256	1.272105029
257	1.271008228
258	1.270046691
259	1.26894393
260	1.267438516
261	1.266493024
262	1.265304183
263	1.264083081
264	1.263520672
265	1.262879033
266	1.262411859
267	1.261430205
268	1.260516797
269	1.259831543
270	1.258356487
271	1.257596845
272	1.25647692
273	1.255250563
274	1.254235809
275	1.253203875
276	1.25214709
277	1.250880811
278	1.250005483
279	1.248669817
280	1.247697493
281	1.246343108
282	1.245331397
283	1.244259188
284	1.243035957
285	1.242107356
286	1.240882444
287	1.239866527
288	1.239171246
289	1.238410144
290	1.237364442
291	1.236177224
292	1.235489913
293	1.234110924
294	1.233151286
295	1.231646893
296	1.231004524
297	1.229734268
298	1.229067228
299	1.227931321
300	1.226842062
301	1.226366815
302	1.22508264
303	1.224424361
304	1.223621328
305	1.222617603
306	1.221468295
307	1.220237787
308	1.219183085
309	1.218472257
310	1.217225157
311	1.216652219
312	1.215753999
313	1.214415976
314	1.213695693
315	1.212940894
316	1.212244377
317	1.211456411
318	1.210700217
319	1.209948876
320	1.208819138
321	1.207652127
322	1.206948467
323	1.206191504
324	1.20491852
325	1.204122044
326	1.203108232
327	1.202631634
328	1.201783198
329	1.200801804
330	1.199985698
331	1.199310607
332	1.198169288
333	1.197104522
334	1.196536756
335	1.195978031
336	1.195298488
337	1.194146097
338	1.19348468
339	1.192574738
340	1.19173153
341	1.1909281
342	1.190583678
343	1.189677856
344	1.188717047
345	1.187784049
346	1.186927562
347	1.185846773
348	1.185097581
349	1.18456398
350	1.183888414
351	1.182969738
352	1.182403541
353	1.181432239
354	1.180867278
355	1.179658949
356	1.178520718
357	1.177856732
358	1.177285323
359	1.176653103
360	1.17581891
361	1.17469799
362	1.173878164
363	1.172875792
364	1.172336123
365	1.171763631
366	1.17134281
367	1.170492098
368	1.16961181
369	1.168981047
370	1.167971185
371	1.166762356
372	1.165966108
373	1.164924743
374	1.16444948
375	1.163743841
376	1.163085997
377	1.162367134
378	1.161663419
379	1.160848812
380	1.159919474
381	1.159142889
382	1.158460937
383	1.157646677
384	1.157269721
385	1.156500147
386	1.155498966
387	1.154736936
388	1.15364113
389	1.152786924
390	1.151749154
391	1.150905638
392	1.150328568
393	1.14986633
394	1.149006154
395	1.148437317
396	1.147603525
397	1.146386192
398	1.145328805
399	1.144584452
400	1.143699198
401	1.142641494
402	1.141851655
403	1.140909264
404	1.139937891
405	1.139101428
406	1.138205962
407	1.137468941
408	1.136549822
409	1.135947117
410	1.135134296
411	1.134111066
412	1.133641943
413	1.133088293
414	1.132532907
415	1.131274173
416	1.130624688
417	1.129922586
418	1.128814752
419	1.128096936
420	1.12731272
421	1.126712965
422	1.126283148
423	1.125738718
424	1.124976414
425	1.124582685
426	1.123627178
427	1.1225398
428	1.121587219
429	1.120755834
430	1.119501682
431	1.118711386
432	1.118004546
433	1.117117057
434	1.116296611
435	1.115591487
436	1.114826381
437	1.113977937
438	1.113412498
439	1.11283235
440	1.112004417
441	1.111219355
442	1.110220086
443	1.109541839
444	1.109020574
445	1.107946773
446	1.107239414
447	1.106375014
448	1.10573566
449	1.105391981
450	1.104982937
451	1.103874084
452	1.103386451
453	1.10270229
454	1.101968268
455	1.101571934
456	1.100935044
457	1.100179523
458	1.09933817
459	1.098888247
460	1.098131618
461	1.097617235
462	1.096651016
463	1.095915027
464	1.095012901
465	1.09440032
466	1.093401926
467	1.092738654
468	1.091895318
469	1.091211305
470	1.090383849
471	1.089641784
472	1.089055047
473	1.08829414
474	1.087518203
475	1.086463122
476	1.085840286
477	1.084816283
478	1.084135388
479	1.083457888
480	1.082733876
481	1.081985157
482	1.081217577
483	1.080363697
484	1.07983555
485	1.07930617
486	1.078523419
487	1.077635678
488	1.07711427
489	1.076373458
490	1.075830453
491	1.075213625
492	1.074612453
493	1.073927607
494	1.073552582
495	1.073006141
496	1.072369705
497	1.071488579
498	1.070832337
499	1.070259736
500	1.06958244
501	1.068494794
502	1.06793527
503	1.06738008
504	1.06700475
505	1.066484223
506	1.066083835
507	1.065341305
508	1.064562271
509	1.063841589
510	1.063100076
511	1.062687348
512	1.062372699
513	1.061711704
514	1.061166614
515	1.060385807
516	1.059619319
517	1.058806816
518	1.058113252
519	1.057626714
520	1.057009277
521	1.056493108
522	1.055657664
523	1.054857213
524	1.0542901
525	1.053631646
526	1.053046875
527	1.05272072
528	1.052196806
529	1.051528577
530	1.050758034
531	1.050048019
532	1.049394379
533	1.048256757
534	1.047729259
535	1.046963955
536	1.046182929
537	1.045553196
538	1.044776411
539	1.043823521
540	1.043084277
541	1.042646791
542	1.042118652
543	1.041470486
544	1.040551827
545	1.039885073
546	1.039190162
547	1.038658028
548	1.037860032
549	1.037147807
550	1.036480297
551	1.035967668
552	1.035465284
553	1.034547826
554	1.034215581
555	1.033813428
556	1.033104927
557	1.032188962
558	1.031413341
559	1.030743595
560	1.030237564
561	1.029432602
562	1.028582409
563	1.028187984
564	1.027624978
565	1.027209323
566	1.026736667
567	1.02625378
568	1.025554336
569	1.024859199
570	1.024285503
571	1.023938116
572	1.023182548
573	1.022632983
574	1.022087654
575	1.021335071
576	1.020684319
577	1.020086246
578	1.019463272
579	1.01895331
580	1.018254652
581	1.017756229
582	1.017202481
583	1.016658919
584	1.016075461
585	1.015827526
586	1.015248543
587	1.014492402
588	1.013827764
589	1.013162415
590	1.012273922
591	1.011414101
592	1.011028115
593	1.010489652
594	1.009898175
595	1.009290225
596	1.008547343
597	1.007867453
598	1.007429546
599	1.006807129
600	1.006367614
601	1.005680716
602	1.005150854
603	1.004524261
604	1.003722108
605	1.003244283
606	1.00261414
607	1.001960595
608	1.001483783
609	1.000895256
610	1.00024581
611	0.9997826498
612	0.9990083916
613	0.9982652563
614	0.997747243
615	0.9972979073
616	0.9965472047
617	0.9961610845
618	0.995285797
619	0.9948369264
620	0.9943434293
621	0.9938658145
622	0.9933509854
623	0.9928400532
624	0.9923232175
625	0.9920350138
626	0.9914416523
627	0.9908207275
628	0.9902658342
629	0.9893618056
630	0.988935385
631	0.9880150332
632	0.9873744835
633	0.9870537965
634	0.9865748339
635	0.9861621879
636	0.9851900333
637	0.984865264
638	0.9845083036
639	0.9840665971
640	0.983344712
641	0.9829348051
642	0.9822808441
643	0.9813739476
644	0.9807765076
645	0.9800787802
646	0.9795518555
647	0.9789696022
648	0.9783080969
649	0.9776913784
650	0.9771685507
651	0.9768082022
652	0.976096013
653	0.9755131147
654	0.9748762564
655	0.9743728951
656	0.9740185003
657	0.973435851
658	0.9729792404
659	0.9724199352
660	0.9720060128
661	0.9714249501
662	0.9709691434
663	0.9703175197
664	0.9697605798
665	0.9692406006
666	0.9686932343
667	0.9681266542
668	0.9677518246
669	0.9673772846
670	0.9670165991
671	0.9662622364
672	0.9654785077
673	0.9649244077
674	0.9641065988
675	0.9635475766
676	0.9629978908
677	0.9622338407
678	0.9617088139
679	0.9612987326
680	0.9604841803
681	0.9599259372
682	0.9591482406
683	0.9588589456
684	0.958142583
685	0.957560744
686	0.9570913793
687	0.9562667201
688	0.9558144666
689	0.9550155261
690	0.954477337
691	0.9537495247
692	0.9533146277
693	0.9528551053
694	0.9524989813
695	0.951928502
696	0.9515888671
697	0.9512479592
698	0.9506105247
699	0.9500528585
700	0.9491821838
701	0.9486318118
702	0.9482324544
703	0.9479006343
704	0.9473504631
705	0.946596779
706	0.946155474
707	0.9457905766
708	0.9452572366
709	0.9446263114
710	0.9440056983
711	0.9436676976
712	0.9431571076
713	0.9427553283
714	0.9422116992
715	0.941688262
716	0.9410977837
717	0.9403355137
718	0.9398542557
719	0.9392327493
720	0.9385348516
721	0.9380591987
722	0.9372081612
723	0.9366419075
724	0.9364315214
725	0.9360656708
726	0.9356393975
727	0.935095236
728	0.9344248801
729	0.9339118287
730	0.9336148198
731	0.933220948
732	0.9324853678
733	0.9321051975
734	0.9315962715
735	0.9312371517
736	0.930769695
737	0.9303547215
738	0.9299218916
739	0.9295523473
740	0.9290452912
741	0.9284118507
742	0.9280032447
743	0.9275801596
744	0.9272468889
745	0.9267302668
746	0.9261226119
747	0.9257056527
748	0.92540141
749	0.9245583465
750	0.924059931
751	0.923845374
752	0.9234483219
753	0.9227639255
754	0.9220639664
755	0.9214528837
756	0.9208677233
757	0.9201990403
758	0.9196196375
759	0.9190611366
760	0.9183331292
761	0.9179392005
762	0.9176249183
763	0.9169534163
764	0.9164592915
765	0.9158873315
766	0.9152910298
767	0.9147550373
768	0.9143985395
769	0.9141149468
770	0.9135329935
771	0.9131108177
772	0.9126888903
773	0.9122682624
774	0.9115262113
775	0.9112201147
776	0.9108683738
777	0.9102572153
778	0.9096339092
779	0.9092802027
780	0.9089725991
781	0.908619177
782	0.9081067196
783	0.9076175396
784	0.9071939497
785	0.906780666
786	0.9060752159
787	0.9056744138
788	0.9050293051
789	0.9042422365
790	0.903675721
791	0.9033528318
792	0.9027527383
793	0.9020710457
794	0.9018243108
795	0.9014883918
796	0.9009833642
797	0.9005839618
798	0.9001538011
799	0.8995162719
800	0.8991530575
801	0.8985011452
802	0.8980600708
803	0.8975280936
804	0.8970103257
805	0.8965842468
806	0.8961000145
807	0.8957419196
808	0.8952322599
809	0.8946212054
810	0.8942619736
811	0.8936660564
812	0.893061818
813	0.8925922163
814	0.8921439105
815	0.8917207065
816	0.8913924314
817	0.8909845851
818	0.8906496079
819	0.890302365
820	0.8900148844
821	0.889295281
822	0.8889543431
823	0.8885951178
824	0.8881269929
825	0.8877748303
826	0.8872723108
827	0.8867660042
828	0.8863634596
829	0.885933537
830	0.8854561757
831	0.8849563493
832	0.884402073
833	0.8837475235
834	0.8830225173
835	0.8825281673
836	0.8820704095
837	0.8814854086
838	0.8808795862
839	0.8805935332
840	0.8802118885
841	0.8796622918
842	0.8792670298
843	0.8787418832
844	0.8782696396
845	0.8774715327
846	0.876991763
847	0.8767593326
848	0.876293317
849	0.8759905273
850	0.8755688426
851	0.8749912879
852	0.8742933098
853	0.8738133832
854	0.8733972367
855	0.8729449038
856	0.8725336957
857	0.8722551569
858	0.871987997
859	0.8716409721
860	0.8711799473
861	0.8706110597
862	0.8702270114
863	0.8699294297
864	0.8695595414
865	0.8691756537
866	0.8687886978
867	0.8684032432
868	0.8679064937
869	0.867417656
870	0.8670349936
871	0.8664738581
872	0.8659131989
873	0.8655628915
874	0.8650467056
875	0.8643979554
876	0.863928576
877	0.8632718725
878	0.8629137095
879	0.8626249314
880	0.862002474
881	0.8614789476
882	0.8609190181
883	0.8604458321
884	0.8601971081
885	0.8595254306
886	0.8589182003
887	0.8583819078
888	0.8578728675
889	0.857306958
890	0.8569651753
891	0.8565427098
892	0.8560516554
893	0.8554392044
894	0.8550720483
895	0.8545136005
896	0.8540549373
897	0.8534839763
898	0.852888256
899	0.8522691247
900	0.8519712881
901	0.8516313929
902	0.8512775203
903	0.8510386619
904	0.8504261319
905	0.8499851537
906	0.8496546119
907	0.8492547701
908	0.8488743232
909	0.8483542167
910	0.8479546647
911	0.8475579182
912	0.8470907185
913	0.8468846559
914	0.8464801514
915	0.8460924726
916	0.8456064709
917	0.8451215296
918	0.8446855372
919	0.8441043208
920	0.8437888476
921	0.8432636848
922	0.8427726173
923	0.8420044285
924	0.8415995642
925	0.8413008447
926	0.8409276256
927	0.8405421928
928	0.8401702316
929	0.8398091987
930	0.839313623
931	0.8390641049
932	0.8386473564
933	0.8380472199
934	0.8377147821
935	0.8372254859
936	0.8367883373
937	0.8360479861
938	0.8356566559
939	0.8353004524
940	0.8347803539
941	0.8343457937
942	0.8339089176
943	0.8333460169
944	0.8329360986
945	0.8325746354
946	0.8319887049
947	0.8316050919
948	0.8312572453
949	0.8308585709
950	0.8303431947
951	0.8299930878
952	0.8295893984
953	0.8290915145
954	0.8287297908
955	0.8285064743
956	0.828085392
957	0.8276958353
958	0.8270463911
959	0.8266677147
960	0.8262975947
961	0.8259865627
962	0.8255757626
963	0.8250204884
964	0.8245101241
965	0.8241755846
966	0.8237479566
967	0.8233809743
968	0.8228744313
969	0.8223887349
970	0.8218856551
971	0.8215869496
972	0.8212801786
973	0.8207872422
974	0.8203703917
975	0.8199500325
976	0.8194482036
977	0.8191459078
978	0.8186736644
979	0.8184352273
980	0.8179274239
981	0.8175904286
982	0.817094817
983	0.8166835906
984	0.8163046318
985	0.816076263
986	0.8155709394
987	0.815181904
988	0.8147412931
989	0.8145163283
990	0.8141084465
991	0.8137503234
992	0.8131435549
993	0.812656891
994	0.8123491812
995	0.8117099465
996	0.8112351769
997	0.8106164
998	0.8101097988
999	0.8097116795
1000	0.8092869174
1001	0.8089908289
1002	0.8085404944
1003	0.8082384811
1004	0.8078281698
1005	0.8075358667
1006	0.8070181102
1007	0.8067773166
1008	0.8063040181
1009	0.8058845513
1010	0.8056796735
1011	0.8054256097
1012	0.8051308498
1013	0.8047324007
1014	0.8042727087
1015	0.804030147
1016	0.8036316014
1017	0.8033000282
1018	0.8028121607
1019	0.8023993072
1020	0.8019121988
1021	0.8015384968
1022	0.8010715519
1023	0.800703573
1024	0.8002461023
1025	0.7997717186
1026	0.7993519663
1027	0.7989369861
1028	0.7985957414
1029	0.7980860511
1030	0.7977326888
1031	0.7973990232
1032	0.7971729614
1033	0.7968325901
1034	0.7965257156
1035	0.7961737314
1036	0.7957063336
1037	0.7953679311
1038	0.7948616762
1039	0.7944177966
1040	0.793932925
1041	0.7935310388
1042	0.7931975893
1043	0.7927985858
1044	0.7922715601
1045	0.7916530032
1046	0.7912265595
1047	0.7907294075
1048	0.7903932761
1049	0.7898987382
1050	0.7893196456
1051	0.7889300497
1052	0.7885919806
1053	0.7883383219
1054	0.787953641
1055	0.7878039825
1056	0.7875358859
1057	0.7872110134
1058	0.7869608737
1059	0.7866969034
1060	0.7863652415
1061	0.7859905263
1062	0.7856633234
1063	0.7850548025
1064	0.7846041719
1065	0.7840535488
1066	0.7834451713
1067	0.7829713449
1068	0.7827087658
1069	0.7823375709
1070	0.7819450107
1071	0.7815804147
1072	0.7813374584
1073	0.7811410689
1074	0.7809082975
1075	0.7805547641
1076	0.7803220066
1077	0.7799743944
1078	0.7796426387
1079	0.7793651924
1080	0.7790845106
1081	0.7786005605
1082	0.7781612941
1083	0.7778362169
1084	0.7775283721
1085	0.7770635447
1086	0.7766885479
1087	0.7762865515
1088	0.7759463007
1089	0.7756883814
1090	0.7750516718
1091	0.774860869
1092	0.7744058874
1093	0.7740143088
1094	0.7736373121
1095	0.7732087615
1096	0.7727339266
1097	0.772439827
1098	0.7720205196
1099	0.7716983055
1100	0.7713040964
1101	0.7710427367
1102	0.7706774961
1103	0.7702747755
1104	0.7700600514
1105	0.769599486
1106	0.7691929224
1107	0.7688205245
1108	0.7683803969
1109	0.7680990461
1110	0.7677458687
1111	0.7673097934
1112	0.7669493999
1113	0.7666955808
1114	0.7662702296
1115	0.7657100525
1116	0.765322317
1117	0.7648673031
1118	0.7643226927
1119	0.7639052249
1120	0.7634806517
1121	0.7632394554
1122	0.7629429075
1123	0.762467528
1124	0.7621652905
1125	0.76180218
1126	0.7614204726
1127	0.7611777044
1128	0.7607863607
1129	0.7603822083
1130	0.7600128264
1131	0.7597127435
1132	0.7594297205
1133	0.7592299987
1134	0.7588860017
1135	0.7584507532
1136	0.7580417971
1137	0.7578277522
1138	0.7575010833
1139	0.7572287105
1140	0.7569938864
1141	0.7565125752
1142	0.7561878146
1143	0.7559547853
1144	0.7557194501
1145	0.755231315
1146	0.7548799033
1147	0.7544951689
1148	0.7540865911
1149	0.7536987138
1150	0.7533251048
1151	0.7529959265
1152	0.7526913331
1153	0.7524403651
1154	0.752000482
1155	0.7515642911
1156	0.7511125594
1157	0.7508726781
1158	0.7506050787
1159	0.7500293871
1160	0.7495995658
1161	0.7491518778
1162	0.7489368948
1163	0.7485816619
1164	0.7482027039
1165	0.7478785671
1166	0.7474953311
1167	0.7471559555
1168	0.7468300886
1169	0.7465476557
1170	0.7462448032
1171	0.745786514
1172	0.7454553028
1173	0.7451331834
1174	0.7447630762
1175	0.7443947959
1176	0.7440484927
1177	0.7437330333
1178	0.743373219
1179	0.742998879
1180	0.7424933713
1181	0.7422802775
1182	0.7420561417
1183	0.74179724
1184	0.7414674895
1185	0.7410495168
1186	0.7405977229
1187	0.740314584
1188	0.7400433041
1189	0.7397147482
1190	0.7394230152
1191	0.7391732843
1192	0.7387380595
1193	0.738335581
1194	0.737937314
1195	0.7377054329
1196	0.7372892012
1197	0.7368759171
1198	0.736467155
1199	0.7360392862
1200	0.7356751883
1201	0.7353475697
1202	0.7348385596
1203	0.7346031343
1204	0.7342167371
1205	0.7338613863
1206	0.7334790711
1207	0.7331002479
1208	0.7328073544
1209	0.7325785836
1210	0.7322012525
1211	0.7319790233
1212	0.7315730269
1213	0.7313148273
1214	0.7308016622
1215	0.7305746017
1216	0.7303246657
1217	0.7301946322
1218	0.729857693
1219	0.7296898008
1220	0.7295010339
1221	0.729103799
1222	0.728697471
1223	0.72834358
1224	0.7281215261
1225	0.7276976857
1226	0.7274246679
1227	0.7269613607
1228	0.7266132091
1229	0.7263186001
1230	0.7260730966
1231	0.7257433015
1232	0.7253398409
1233	0.7250431603
1234	0.7245730638
1235	0.7243326679
1236	0.7238025444
1237	0.7234677604
1238	0.7230496832
1239	0.7225110512
1240	0.7223083682
1241	0.7219238278
1242	0.7216011299
1243	0.7211547216
1244	0.7208094284
1245	0.7204698401
1246	0.7201261128
1247	0.7198219373
1248	0.7194500927
1249	0.7189989628
1250	0.7186186421
1251	0.7182235063
1252	0.7179241837
1253	0.7177000828
1254	0.7174997582
1255	0.7170128206
1256	0.7165078827
1257	0.7162350687
1258	0.7157139212
1259	0.7155629546
1260	0.7153420211
1261	0.7149439904
1262	0.7146555659
1263	0.7143545781
1264	0.7139610322
1265	0.7135023787
1266	0.7132235832
1267	0.7127708593
1268	0.7124716183
1269	0.7121165148
1270	0.7116289039
1271	0.7112456839
1272	0.7108333409
1273	0.7105669076
1274	0.7103510872
1275	0.7101114761
1276	0.7097472548
1277	0.7093625141
1278	0.7090306064
1279	0.7085717311
1280	0.7082161303
1281	0.7079947546
1282	0.707663323
1283	0.707376567
1284	0.7071895762
1285	0.7068570623
1286	0.706486323
1287	0.7061581885
1288	0.7057950134
1289	0.7054564707
1290	0.7052005528
1291	0.7048498152
1292	0.7045307565
1293	0.7041019697
1294	0.7037957504
1295	0.7035339418
1296	0.7030447905
1297	0.7026765557
1298	0.7024097917
1299	0.702010239
1300	0.7016690422
1301	0.7013428555
1302	0.7010164488
1303	0.7006786989
1304	0.7003986662
1305	0.7001695454
1306	0.6998122616
1307	0.6992915523
1308	0.6988616984
1309	0.698563809
1310	0.698171803
1311	0.697968384
1312	0.6978337334
1313	0.6975753992
1314	0.6972987209
1315	0.6968568396
1316	0.6966155877
1317	0.69617645
1318	0.6958306334
1319	0.695486727
1320	0.6951141484
1321	0.6948708831
1322	0.6946319418
1323	0.6944070525
1324	0.6941877529
1325	0.6937803468
1326	0.693504297
1327	0.6932727738
1328	0.6929726638
1329	0.6926868809
1330	0.69241113
1331	0.6920284275
1332	0.691684737
1333	0.6914445041
1334	0.6910145064
1335	0.6906456221
1336	0.6903406137
1337	0.6899684346
1338	0.6896289466
1339	0.6891865515
1340	0.688848176
1341	0.6885040156
1342	0.6881070887
1343	0.6878330105
1344	0.687599516
1345	0.6873932657
1346	0.6871758597
1347	0.6868427274
1348	0.6864231043
1349	0.6860536237
1350	0.6857741811
1351	0.685483839
1352	0.6851846584
1353	0.6847766183
1354	0.6844052999
1355	0.6841393526
1356	0.6837213854
1357	0.6834215627
1358	0.6830287082
1359	0.6827785361
1360	0.6825434076
1361	0.6821460149
1362	0.6819249179
1363	0.6816490696
1364	0.6814308506
1365	0.681200327
1366	0.6808093518
1367	0.6806020644
1368	0.6803725959
1369	0.6801100963
1370	0.6796095093
1371	0.6793223508
1372	0.678997562
1373	0.6787279278
1374	0.6784593038
1375	0.6782991232
1376	0.6780613335
1377	0.6778078695
1378	0.6776070549
1379	0.6773224522
1380	0.677026101
1381	0.6767777003
1382	0.6763503156
1383	0.6761235356
1384	0.6757457281
1385	0.6754470566
1386	0.6752642472
1387	0.6750466757
1388	0.6747599186
1389	0.6744226788
1390	0.6740119176
1391	0.6736349526
1392	0.6733619032
1393	0.6729581278
1394	0.6725790029
1395	0.6723980779
1396	0.6720962392
1397	0.6718676437
1398	0.6715614423
1399	0.6714258748
1400	0.6712880534
1401	0.6709599544
1402	0.6706317581
1403	0.6702570792
1404	0.6698317575
1405	0.6694878416
1406	0.6691970174
1407	0.668933282
1408	0.6686358034
1409	0.668468218
1410	0.6680577389
1411	0.6677098316
1412	0.6674951612
1413	0.6671088137
1414	0.6667850507
1415	0.6664059535
1416	0.6661841101
1417	0.6658478132
1418	0.6656490674
1419	0.6655164828
1420	0.6652219767
1421	0.6650183952
1422	0.6648680654
1423	0.6646068024
1424	0.6643707625
1425	0.664173152
1426	0.6638692926
1427	0.6635519141
1428	0.6632714335
1429	0.6630964587
1430	0.6627207142
1431	0.6625406087
1432	0.6621705777
1433	0.6618797549
1434	0.6616075837
1435	0.6614185943
1436	0.661018174
1437	0.660786321
1438	0.6605888209
1439	0.6602466632
1440	0.6600479117
1441	0.6598149421
1442	0.6594979447
1443	0.6591758104
1444	0.6589993691
1445	0.6587940924
1446	0.658522087
1447	0.6581310096
1448	0.6577674927
1449	0.6574018165
1450	0.6571342016
1451	0.6569769593
1452	0.6566723809
1453	0.6561885478
1454	0.6558892872
1455	0.6554823548
1456	0.6552409182
1457	0.6549580287
1458	0.6547045246
1459	0.6543144814
1460	0.6539461038
1461	0.6535882278
1462	0.6533849724
1463	0.65319202
1464	0.6529486508
1465	0.6526509082
1466	0.6524839534
1467	0.6520071643
1468	0.651598106
1469	0.6514006807
1470	0.6510995662
1471	0.6508737797
1472	0.6506477736
1473	0.6503717617
1474	0.6499300993
1475	0.6497343232
1476	0.6494519912
1477	0.6492852354
1478	0.6489850199
1479	0.6487615356
1480	0.6484369559
1481	0.648003289
1482	0.6475525484
1483	0.6474337582
1484	0.6470012865
1485	0.6466826365
1486	0.646404088
1487	0.6461734155
1488	0.6457887496
1489	0.6454974156
1490	0.6451885257
1491	0.6448943232
1492	0.6445607135
1493	0.6441905368
1494	0.6440114938
1495	0.6436913522
1496	0.6434465364
1497	0.6431234781
1498	0.6428341562
1499	0.6425344119
1500	0.6420838017
1501	0.6417497847
1502	0.6414873436
1503	0.6412383799
1504	0.6410216676
1505	0.6409017072
1506	0.6406598043
1507	0.6404170083
1508	0.6402444142
1509	0.6400740866
1510	0.6399441261
1511	0.6397705231
1512	0.6394455259
1513	0.6390555484
1514	0.6386966653
1515	0.6384892543
1516	0.638231422
1517	0.6380193986
1518	0.6378690311
1519	0.6375533824
1520	0.6373210155
1521	0.637158296
1522	0.6369469913
1523	0.6367821
1524	0.6366057568
1525	0.6364715852
1526	0.636300428
1527	0.6360341238
1528	0.6358286401
1529	0.6355365253
1530	0.635245688
1531	0.63499075
1532	0.6346919373
1533	0.634443258
1534	0.6341322365
1535	0.633887778
1536	0.6336393217
1537	0.6332951933
1538	0.6330570784
1539	0.6326878016
1540	0.6323443031
1541	0.6319631679
1542	0.6317886517
1543	0.631496356
1544	0.6313604249
1545	0.6311424506
1546	0.6309544668
1547	0.6307520407
1548	0.630585566
1549	0.6303650985
1550	0.6301356671
1551	0.6298146083
1552	0.6296001773
1553	0.6293852867
1554	0.6291319468
1555	0.6288360231
1556	0.6286358054
1557	0.6282619119
1558	0.6280312404
1559	0.6277976028
1560	0.6276465684
1561	0.627358598
1562	0.6270934671
1563	0.6269330544
1564	0.6266535068
1565	0.626345355
1566	0.6260995067
1567	0.6258947057
1568	0.6256744666
1569	0.625377886
